"","sname","DataSource.x","DataSource.y"
"1650","Pomadasys striatus","Speciesmpack",NA
"1651","Pomatomus saltatrix","Speciesmpack","FBmpack"
"1652","Pomatoschistus microps","Speciesmpack",NA
"1653","Pomatoschistus minutus","Speciesmpack",NA
"1654","Pomoxis nigromaculatus","Speciesmpack",NA
"1655","Pontoporia blainvillei",NA,"FBmpack"
"1656","Porphyra tenera",NA,"FBmpack"
"1657","Portunus pelagicus",NA,"FBmpack"
"1658","Portunus spp",NA,"FBmpack"
"1659","Portunus trituberculatus",NA,"FBmpack"
"1660","Potamalosa richmondia","Speciesmpack",NA
"1661","Potamotrygon motoro","Speciesmpack",NA
"1662","Priacanthus arenatus","Speciesmpack",NA
"1663","Priacanthus hamrur","Speciesmpack",NA
"1664","Priacanthus macracanthus","Speciesmpack","FBmpack"
"1665","Priacanthus spp",NA,"FBmpack"
"1666","Priacanthus tayenus","Speciesmpack",NA
"1667","Prionace glauca","Speciesmpack","FBmpack"
"1668","Prionotus albirostris","Speciesmpack",NA
"1669","Prionotus carolinus","Speciesmpack",NA
"1670","Prionotus evolans","Speciesmpack",NA
"1671","Prionotus punctatus","Speciesmpack",NA
"1672","Prionotus spp",NA,"FBmpack"
"1673","Prionotus stephanophrys","Speciesmpack",NA
"1674","Pristidae",NA,"FBmpack"
"1675","Pristipomoides auricilla","Speciesmpack",NA
"1676","Pristipomoides filamentosus","Speciesmpack",NA
"1677","Pristipomoides flavipinnis","Speciesmpack",NA
"1678","Pristipomoides multidens","Speciesmpack",NA
"1679","Pristipomoides sieboldii","Speciesmpack",NA
"1680","Pristipomoides typus","Speciesmpack",NA
"1681","Pristipomoides zonatus","Speciesmpack",NA
"1682","Pristolepis fasciata","Speciesmpack",NA
"1683","Pristotis obtusirostris","Speciesmpack",NA
"1684","Prochilodus lineatus","Speciesmpack",NA
"1685","Prochilodus nigricans","Speciesmpack",NA
"1686","Prolatilus jugularis",NA,"FBmpack"
"1687","Promethichthys prometheus","Speciesmpack",NA
"1688","Prosopium williamsoni","Speciesmpack",NA
"1689","Protonibea diacanthus","Speciesmpack",NA
"1690","Protothaca thaca",NA,"FBmpack"
"1691","Prototroctes maraena","Speciesmpack",NA
"1692","Psenopsis anomala",NA,"FBmpack"
"1693","Psetta maxima",NA,"FBmpack"
"1694","Psettichthys melanostictus",NA,"FBmpack"
"1695","Psettodes belcheri",NA,"FBmpack"
"1696","Psettodes erumei","Speciesmpack","FBmpack"
"1697","Pseudanthias squamipinnis","Speciesmpack",NA
"1698","Pseudaphritis urvillii","Speciesmpack",NA
"1699","Pseudobalistes flavimarginatus","Speciesmpack",NA
"1700","Pseudocaranx dentex","Speciesmpack","FBmpack"
"1701","Pseudocardium sybillae",NA,"FBmpack"
"1702","Pseudochaenichthys georgianus","Speciesmpack","FBmpack"
"1703","Pseudochondrostoma polylepis","Speciesmpack",NA
"1704","Pseudocrenilabrus philander","Speciesmpack",NA
"1705","Pseudocyttus maculatus","Speciesmpack",NA
"1706","Pseudopentaceros richardsoni",NA,"FBmpack"
"1707","Pseudopentaceros spp",NA,"FBmpack"
"1708","Pseudopercis semifasciata",NA,"FBmpack"
"1709","Pseudophycis bachus","Speciesmpack","FBmpack"
"1710","Pseudoplatystoma corruscans","Speciesmpack",NA
"1711","Pseudoplatystoma fasciatum","Speciesmpack",NA
"1712","Pseudoplatystoma tigrinum","Speciesmpack",NA
"1713","Pseudopleuronectes americanus","Speciesmpack","FBmpack"
"1714","Pseudopleuronectes herzenst.",NA,"FBmpack"
"1715","Pseudopleuronectes herzensteini","Speciesmpack",NA
"1716","Pseudopleuronectes yokohamae","Speciesmpack",NA
"1717","Pseudorasbora parva","Speciesmpack",NA
"1718","Pseudorca crassidens",NA,"FBmpack"
"1719","Pseudorhombus arsius","Speciesmpack",NA
"1720","Pseudorhombus cinnamoneus","Speciesmpack",NA
"1721","Pseudorhombus javanicus","Speciesmpack",NA
"1722","Pseudoscaphirhynchus kaufmanni","Speciesmpack",NA
"1723","Pseudotolithus brachygnathus",NA,"FBmpack"
"1724","Pseudotolithus elongatus","Speciesmpack","FBmpack"
"1725","Pseudotolithus senegalensis","Speciesmpack","FBmpack"
"1726","Pseudotolithus spp",NA,"FBmpack"
"1727","Pseudotolithus typus","Speciesmpack",NA
"1728","Pseudupeneus maculatus","Speciesmpack",NA
"1729","Pseudupeneus prayensis","Speciesmpack","FBmpack"
"1730","Pterapogon kauderni","Speciesmpack",NA
"1731","Pterocaesio pisang","Speciesmpack",NA
"1732","Pterodoras granulosus","Speciesmpack",NA
"1733","Pterogymnus laniarius","Speciesmpack","FBmpack"
"1734","Pteroscion peli",NA,"FBmpack"
"1735","Pterygotrigla picta",NA,"FBmpack"
"1736","Pterygotrigla polyommata",NA,"FBmpack"
"1737","Pungitius pungitius","Speciesmpack",NA
"1738","Puntius chola","Speciesmpack",NA
"1739","Puntius dorsalis","Speciesmpack",NA
"1740","Puntius sophore","Speciesmpack",NA
"1741","Pygocentrus nattereri","Speciesmpack",NA
"1742","Pyura chilensis",NA,"FBmpack"
"1743","Pyura stolonifera",NA,"FBmpack"
"1744","Rachycentron canadum","Speciesmpack","FBmpack"
"1745","Raconda russeliana","Speciesmpack",NA
"1746","Raiamas moorii","Speciesmpack",NA
"1747","Raja batis",NA,"FBmpack"
"1748","Raja brachyura","Speciesmpack",NA
"1749","Raja circularis",NA,"FBmpack"
"1750","Raja clavata","Speciesmpack","FBmpack"
"1751","Raja eglanteria","Speciesmpack",NA
"1752","Raja fullonica",NA,"FBmpack"
"1753","Raja georgiana",NA,"FBmpack"
"1754","Raja microocellata","Speciesmpack",NA
"1755","Raja miraletus","Speciesmpack",NA
"1756","Raja montagui","Speciesmpack","FBmpack"
"1757","Raja naevus",NA,"FBmpack"
"1758","Raja oxyrinchus",NA,"FBmpack"
"1759","Raja radiata",NA,"FBmpack"
"1760","Raja rhina","Speciesmpack",NA
"1761","Raja spp",NA,"FBmpack"
"1762","Raja undulata","Speciesmpack",NA
"1763","Rajiformes",NA,"FBmpack"
"1764","Rapana spp",NA,"FBmpack"
"1765","Rasbora daniconius","Speciesmpack",NA
"1766","Rasbora dusonensis","Speciesmpack",NA
"1767","Rastrelliger brachysoma","Speciesmpack","FBmpack"
"1768","Rastrelliger faughni","Speciesmpack",NA
"1769","Rastrelliger kanagurta","Speciesmpack","FBmpack"
"1770","Rastrelliger spp",NA,"FBmpack"
"1771","Rastrineobola argentea","Speciesmpack",NA
"1772","Regalecus glesne",NA,"FBmpack"
"1773","Reinhardtius hippoglossoides","Speciesmpack","FBmpack"
"1774","Reptantia",NA,"FBmpack"
"1775","Retropinna semoni","Speciesmpack",NA
"1776","Rexea solandri","Speciesmpack","FBmpack"
"1777","Rhabdamia gracilis","Speciesmpack",NA
"1778","Rhabdosargus globiceps","Speciesmpack","FBmpack"
"1779","Rhincodon typus","Speciesmpack",NA
"1780","Rhinecanthus aculeatus","Speciesmpack",NA
"1781","Rhinobatidae",NA,"FBmpack"
"1782","Rhinobatos annulatus","Speciesmpack",NA
"1783","Rhinobatos percellens",NA,"FBmpack"
"1784","Rhinobatos planiceps",NA,"FBmpack"
"1785","Rhinobatos productus","Speciesmpack",NA
"1786","Rhizoprionodon acutus","Speciesmpack",NA
"1787","Rhizoprionodon taylori","Speciesmpack",NA
"1788","Rhizoprionodon terraenovae","Speciesmpack",NA
"1789","Rhodeus ocellatus","Speciesmpack",NA
"1790","Rhodeus sericeus","Speciesmpack",NA
"1791","Rhodophyceae",NA,"FBmpack"
"1792","Rhomboplites aurorubens","Speciesmpack","FBmpack"
"1793","Rhombosolea leporina","Speciesmpack",NA
"1794","Rhombosolea plebeia","Speciesmpack",NA
"1795","Rhombosolea spp",NA,"FBmpack"
"1796","Rhopilema spp",NA,"FBmpack"
"1797","Rhynchobatus djiddensis",NA,"FBmpack"
"1798","Rhynchocypris czekanowskii","Speciesmpack",NA
"1799","Rhynchocypris percnurus","Speciesmpack",NA
"1800","Rhynchorhamphus georgii","Speciesmpack",NA
"1801","Romanogobio tenuicorpus","Speciesmpack",NA
"1802","Roncador stearnsii","Speciesmpack",NA
"1803","Rondeletia loricata","Speciesmpack",NA
"1804","Rudarius ercodes","Speciesmpack",NA
"1805","Ruditapes decussatus",NA,"FBmpack"
"1806","Ruditapes philippinarum",NA,"FBmpack"
"1807","Rutilus caspicus","Speciesmpack",NA
"1808","Rutilus rutilus","Speciesmpack","FBmpack"
"1809","Rutilus spp",NA,"FBmpack"
"1810","Ruvettus pretiosus",NA,"FBmpack"
"1811","Sagamichthys abei","Speciesmpack",NA
"1812","Salaria pavo","Speciesmpack",NA
"1813","Salilota australis",NA,"FBmpack"
"1814","Salminus brasiliensis","Speciesmpack",NA
"1815","Salmo obtusirostris","Speciesmpack",NA
"1816","Salmo salar","Speciesmpack","FBmpack"
"1817","Salmo spp",NA,"FBmpack"
"1818","Salmo trutta","Speciesmpack","FBmpack"
"1819","Salmonoidei",NA,"FBmpack"
"1820","Salvelinus alpinus",NA,"FBmpack"
"1821","Salvelinus alpinus alpinus","Speciesmpack",NA
"1822","Salvelinus fontinalis","Speciesmpack",NA
"1823","Salvelinus malma","Speciesmpack",NA
"1824","Salvelinus namaycush","Speciesmpack",NA
"1825","Salvelinus spp",NA,"FBmpack"
"1826","Sandelia bainsii","Speciesmpack",NA
"1827","Sander canadensis","Speciesmpack",NA
"1828","Sander lucioperca","Speciesmpack","FBmpack"
"1829","Sander vitreus","Speciesmpack",NA
"1830","Sarcocheilichthys czerskii","Speciesmpack",NA
"1831","Sarda chiliensis","Speciesmpack","FBmpack"
"1832","Sarda lineolata","Speciesmpack",NA
"1833","Sarda orientalis","Speciesmpack","FBmpack"
"1834","Sarda sarda","Speciesmpack","FBmpack"
"1835","Sardina pilchardus","Speciesmpack","FBmpack"
"1836","Sardinella albella","Speciesmpack",NA
"1837","Sardinella aurita","Speciesmpack","FBmpack"
"1838","Sardinella brasiliensis","Speciesmpack","FBmpack"
"1839","Sardinella fimbriata","Speciesmpack",NA
"1840","Sardinella gibbosa","Speciesmpack","FBmpack"
"1841","Sardinella jussieu","Speciesmpack",NA
"1842","Sardinella lemuru","Speciesmpack","FBmpack"
"1843","Sardinella longiceps","Speciesmpack","FBmpack"
"1844","Sardinella maderensis","Speciesmpack","FBmpack"
"1845","Sardinella melanura","Speciesmpack",NA
"1846","Sardinella spp",NA,"FBmpack"
"1847","Sardinella zunasi",NA,"FBmpack"
"1848","Sardinops caeruleus",NA,"FBmpack"
"1849","Sardinops melanostictus",NA,"FBmpack"
"1850","Sardinops neopilchardus",NA,"FBmpack"
"1851","Sardinops ocellatus",NA,"FBmpack"
"1852","Sardinops sagax","Speciesmpack","FBmpack"
"1853","Sargocentron diadema","Speciesmpack",NA
"1854","Sargocentron microstoma","Speciesmpack",NA
"1855","Sargocentron spiniferum",NA,"FBmpack"
"1856","Sargochromis codringtonii","Speciesmpack",NA
"1857","Sargochromis mellandi","Speciesmpack",NA
"1858","Sarotherodon galilaeus","Speciesmpack",NA
"1859","Sarotherodon melanotheron","Speciesmpack",NA
"1860","Sarpa salpa","Speciesmpack","FBmpack"
"1861","Satanoperca pappaterra","Speciesmpack",NA
"1862","Saurida elongata","Speciesmpack",NA
"1863","Saurida longimanus","Speciesmpack",NA
"1864","Saurida micropectoralis","Speciesmpack",NA
"1865","Saurida tumbil","Speciesmpack","FBmpack"
"1866","Saurida undosquamis","Speciesmpack","FBmpack"
"1867","Saurogobio dabryi","Speciesmpack",NA
"1868","Saxidomus giganteus",NA,"FBmpack"
"1869","Scapharca subcrenata",NA,"FBmpack"
"1870","Scaphirhynchus platorynchus","Speciesmpack",NA
"1871","Scardinius erythrophthalmus","Speciesmpack",NA
"1872","Scaridae",NA,"FBmpack"
"1873","Scarus altipinnis","Speciesmpack",NA
"1874","Scarus chameleon","Speciesmpack",NA
"1875","Scarus coeruleus","Speciesmpack",NA
"1876","Scarus frenatus","Speciesmpack",NA
"1877","Scarus ghobban","Speciesmpack",NA
"1878","Scarus guacamaia","Speciesmpack",NA
"1879","Scarus niger","Speciesmpack",NA
"1880","Scarus persicus",NA,"FBmpack"
"1881","Scarus psittacus","Speciesmpack",NA
"1882","Scarus rubroviolaceus","Speciesmpack",NA
"1883","Scarus scaber","Speciesmpack",NA
"1884","Scarus schlegeli","Speciesmpack",NA
"1885","Scarus vetula","Speciesmpack",NA
"1886","Scatophagus argus","Speciesmpack",NA
"1887","Scatophagus spp",NA,"FBmpack"
"1888","Schilbe intermedius","Speciesmpack",NA
"1889","Schilbe mystus","Speciesmpack",NA
"1890","Sciaena umbra","Speciesmpack",NA
"1891","Sciaenidae",NA,"FBmpack"
"1892","Sciaenops ocellatus","Speciesmpack",NA
"1893","Scleractinia",NA,"FBmpack"
"1894","Sclerocrangon spp",NA,"FBmpack"
"1895","Scoliodon laticaudus","Speciesmpack",NA
"1896","Scolopsis lineata","Speciesmpack",NA
"1897","Scolopsis spp",NA,"FBmpack"
"1898","Scomber australasicus","Speciesmpack","FBmpack"
"1899","Scomber japonicus","Speciesmpack","FBmpack"
"1900","Scomber scombrus","Speciesmpack","FBmpack"
"1901","Scomber spp",NA,"FBmpack"
"1902","Scomberesox saurus",NA,"FBmpack"
"1903","Scomberoides commersonnianus",NA,"FBmpack"
"1904","Scomberoides lysan","Speciesmpack",NA
"1905","Scomberoides spp",NA,"FBmpack"
"1906","Scomberomorus brasiliensis","Speciesmpack","FBmpack"
"1907","Scomberomorus cavalla","Speciesmpack","FBmpack"
"1908","Scomberomorus commerson","Speciesmpack","FBmpack"
"1909","Scomberomorus guttatus","Speciesmpack","FBmpack"
"1910","Scomberomorus lineolatus","Speciesmpack",NA
"1911","Scomberomorus maculatus","Speciesmpack","FBmpack"
"1912","Scomberomorus munroi","Speciesmpack",NA
"1913","Scomberomorus niphonius","Speciesmpack","FBmpack"
"1914","Scomberomorus plurilineatus","Speciesmpack",NA
"1915","Scomberomorus queenslandicus","Speciesmpack",NA
"1916","Scomberomorus regalis","Speciesmpack","FBmpack"
"1917","Scomberomorus semifasciatus","Speciesmpack",NA
"1918","Scomberomorus sierra",NA,"FBmpack"
"1919","Scomberomorus spp",NA,"FBmpack"
"1920","Scomberomorus tritor","Speciesmpack","FBmpack"
"1921","Scombridae",NA,"FBmpack"
"1922","Scombroidei",NA,"FBmpack"
"1923","Scombrops boops","Speciesmpack",NA
"1924","Scopelengys tristis","Speciesmpack",NA
"1925","Scopelosaurus harryi","Speciesmpack",NA
"1926","Scophthalmidae",NA,"FBmpack"
"1927","Scophthalmus aquosus","Speciesmpack","FBmpack"
"1928","Scophthalmus maximus","Speciesmpack",NA
"1929","Scophthalmus rhombus","Speciesmpack","FBmpack"
"1930","Scorpaena guttata","Speciesmpack",NA
"1931","Scorpaena porcus","Speciesmpack",NA
"1932","Scorpaena scrofa","Speciesmpack","FBmpack"
"1933","Scorpaenichthys marmoratus","Speciesmpack","FBmpack"
"1934","Scorpaenidae",NA,"FBmpack"
"1935","Scorpis aequipinnis","Speciesmpack",NA
"1936","Scyliorhinus canicula","Speciesmpack","FBmpack"
"1937","Scyliorhinus spp",NA,"FBmpack"
"1938","Scyliorhinus stellaris",NA,"FBmpack"
"1939","Scylla serrata",NA,"FBmpack"
"1940","Scyllaridae",NA,"FBmpack"
"1941","Sebastes alutus","Speciesmpack","FBmpack"
"1942","Sebastes brevispinis","Speciesmpack",NA
"1943","Sebastes caurinus","Speciesmpack",NA
"1944","Sebastes constellatus","Speciesmpack",NA
"1945","Sebastes crameri","Speciesmpack",NA
"1946","Sebastes elongatus","Speciesmpack",NA
"1947","Sebastes emphaeus","Speciesmpack",NA
"1948","Sebastes entomelas",NA,"FBmpack"
"1949","Sebastes flavidus","Speciesmpack","FBmpack"
"1950","Sebastes goodei","Speciesmpack","FBmpack"
"1951","Sebastes hopkinsi","Speciesmpack",NA
"1952","Sebastes jordani","Speciesmpack",NA
"1953","Sebastes levis","Speciesmpack",NA
"1954","Sebastes marinus",NA,"FBmpack"
"1955","Sebastes melanops","Speciesmpack",NA
"1956","Sebastes melanostomus","Speciesmpack",NA
"1957","Sebastes mentella","Speciesmpack","FBmpack"
"1958","Sebastes mystinus","Speciesmpack",NA
"1959","Sebastes norvegicus","Speciesmpack",NA
"1960","Sebastes ovalis","Speciesmpack",NA
"1961","Sebastes paucispinis","Speciesmpack","FBmpack"
"1962","Sebastes pinniger","Speciesmpack","FBmpack"
"1963","Sebastes polyspinis","Speciesmpack",NA
"1964","Sebastes proriger","Speciesmpack",NA
"1965","Sebastes reedi","Speciesmpack",NA
"1966","Sebastes rosenblatti","Speciesmpack",NA
"1967","Sebastes ruberrimus","Speciesmpack",NA
"1968","Sebastes saxicola","Speciesmpack",NA
"1969","Sebastes semicinctus","Speciesmpack",NA
"1970","Sebastes serranoides","Speciesmpack",NA
"1971","Sebastes spp",NA,"FBmpack"
"1972","Sebastes viviparus","Speciesmpack",NA
"1973","Sebastes zacentrus","Speciesmpack",NA
"1974","Sebastiscus marmoratus","Speciesmpack",NA
"1975","Sebastolobus macrochir","Speciesmpack",NA
"1976","Secutor insidiator","Speciesmpack",NA
"1977","Secutor ruconius","Speciesmpack",NA
"1978","Selachimorpha(Pleurotremata)",NA,"FBmpack"
"1979","Selar boops","Speciesmpack",NA
"1980","Selar crumenophthalmus","Speciesmpack","FBmpack"
"1981","Selaroides leptolepis","Speciesmpack","FBmpack"
"1982","Selene dorsalis","Speciesmpack","FBmpack"
"1983","Selene setapinnis",NA,"FBmpack"
"1984","Semele solida",NA,"FBmpack"
"1985","Semicossyphus pulcher",NA,"FBmpack"
"1986","Semotilus atromaculatus","Speciesmpack",NA
"1987","Sepia officinalis",NA,"FBmpack"
"1988","Sepiidae, Sepiolidae",NA,"FBmpack"
"1989","Sepioteuthis lessoniana",NA,"FBmpack"
"1990","Sergestidae",NA,"FBmpack"
"1991","Seriola dumerili","Speciesmpack","FBmpack"
"1992","Seriola lalandi","Speciesmpack","FBmpack"
"1993","Seriola quinqueradiata","Speciesmpack",NA
"1994","Seriola spp",NA,"FBmpack"
"1995","Seriolella brama","Speciesmpack","FBmpack"
"1996","Seriolella caerulea",NA,"FBmpack"
"1997","Seriolella porosa",NA,"FBmpack"
"1998","Seriolella punctata","Speciesmpack","FBmpack"
"1999","Seriolella spp",NA,"FBmpack"
"2000","Seriolina nigrofasciata",NA,"FBmpack"
"2001","Serranidae",NA,"FBmpack"
"2002","Serranochromis angusticeps","Speciesmpack",NA
"2003","Serranochromis robustus","Speciesmpack",NA
"2004","Serranus atricauda","Speciesmpack",NA
"2005","Serranus cabrilla","Speciesmpack",NA
"2006","Serranus scriba","Speciesmpack",NA
"2007","Serranus subligarius","Speciesmpack",NA
"2008","Serrivomer sector","Speciesmpack",NA
"2009","Setipinna taty","Speciesmpack",NA
"2010","Sicyonia brevirostris",NA,"FBmpack"
"2011","Sicyonia ingentis",NA,"FBmpack"
"2012","Siganus argenteus","Speciesmpack",NA
"2013","Siganus canaliculatus","Speciesmpack",NA
"2014","Siganus fuscescens","Speciesmpack",NA
"2015","Siganus guttatus","Speciesmpack",NA
"2016","Siganus lineatus","Speciesmpack",NA
"2017","Siganus rivulatus","Speciesmpack",NA
"2018","Siganus spinus","Speciesmpack",NA
"2019","Siganus spp",NA,"FBmpack"
"2020","Siganus sutor","Speciesmpack",NA
"2021","Siganus vermiculatus","Speciesmpack",NA
"2022","Sillaginidae",NA,"FBmpack"
"2023","Sillaginodes punctatus","Speciesmpack",NA
"2024","Sillaginopsis panijus","Speciesmpack",NA
"2025","Sillago analis","Speciesmpack",NA
"2026","Sillago bassensis","Speciesmpack",NA
"2027","Sillago burrus","Speciesmpack",NA
"2028","Sillago ciliata","Speciesmpack",NA
"2029","Sillago flindersi","Speciesmpack",NA
"2030","Sillago robusta","Speciesmpack",NA
"2031","Sillago schomburgkii","Speciesmpack",NA
"2032","Sillago sihama","Speciesmpack",NA
"2033","Sillago vittata","Speciesmpack",NA
"2034","Silurus asotus","Speciesmpack",NA
"2035","Silurus glanis","Speciesmpack",NA
"2036","Siniperca chuatsi","Speciesmpack",NA
"2037","Siniperca knerii","Speciesmpack",NA
"2038","Solea lascaris",NA,"FBmpack"
"2039","Solea solea","Speciesmpack","FBmpack"
"2040","Soleidae",NA,"FBmpack"
"2041","Solen spp",NA,"FBmpack"
"2042","Solenocera agassizii",NA,"FBmpack"
"2043","Somniosus microcephalus",NA,"FBmpack"
"2044","Sorubim lima","Speciesmpack",NA
"2045","Sparidae",NA,"FBmpack"
"2046","Sparidentex hasta","Speciesmpack",NA
"2047","Sparisoma aurofrenatum","Speciesmpack",NA
"2048","Sparisoma chrysopterum","Speciesmpack",NA
"2049","Sparisoma cretense","Speciesmpack","FBmpack"
"2050","Sparisoma rubripinne","Speciesmpack",NA
"2051","Sparisoma viride","Speciesmpack",NA
"2052","Sparodon durbanensis","Speciesmpack",NA
"2053","Sparus aurata","Speciesmpack","FBmpack"
"2054","Sphoeroides maculatus","Speciesmpack","FBmpack"
"2055","Sphoeroides spp",NA,"FBmpack"
"2056","Sphoeroides testudineus","Speciesmpack",NA
"2057","Sphyraena argentea","Speciesmpack",NA
"2058","Sphyraena barracuda","Speciesmpack","FBmpack"
"2059","Sphyraena jello","Speciesmpack",NA
"2060","Sphyraena obtusata","Speciesmpack",NA
"2061","Sphyraena putnamae","Speciesmpack",NA
"2062","Sphyraena sphyraena",NA,"FBmpack"
"2063","Sphyraena spp",NA,"FBmpack"
"2064","Sphyrna lewini","Speciesmpack","FBmpack"
"2065","Sphyrna tiburo","Speciesmpack",NA
"2066","Sphyrna zygaena",NA,"FBmpack"
"2067","Sphyrnidae",NA,"FBmpack"
"2068","Spicara maena","Speciesmpack","FBmpack"
"2069","Spicara smaris","Speciesmpack",NA
"2070","Spicara spp",NA,"FBmpack"
"2071","Spinachia spinachia","Speciesmpack",NA
"2072","Spisula polynyma",NA,"FBmpack"
"2073","Spisula solida",NA,"FBmpack"
"2074","Spisula solidissima",NA,"FBmpack"
"2075","Spondyliosoma cantharus","Speciesmpack","FBmpack"
"2076","Spongiidae",NA,"FBmpack"
"2077","Spratelloides delicatulus","Speciesmpack",NA
"2078","Spratelloides gracilis","Speciesmpack","FBmpack"
"2079","Spratelloides lewisi","Speciesmpack",NA
"2080","Sprattus fuegensis","Speciesmpack",NA
"2081","Sprattus sprattus","Speciesmpack","FBmpack"
"2082","Squalidae",NA,"FBmpack"
"2083","Squalidae, Scyliorhinidae",NA,"FBmpack"
"2084","Squalidus chankaensis chankaensis","Speciesmpack",NA
"2085","Squaliobarbus curriculus","Speciesmpack",NA
"2086","Squalius cephalus","Speciesmpack",NA
"2087","Squalus acanthias","Speciesmpack","FBmpack"
"2088","Squalus blainville","Speciesmpack",NA
"2089","Squalus megalops","Speciesmpack",NA
"2090","Squalus suckleyi","Speciesmpack",NA
"2091","Squatina argentina",NA,"FBmpack"
"2092","Squatina californica","Speciesmpack","FBmpack"
"2093","Squatina squatina",NA,"FBmpack"
"2094","Squatinidae",NA,"FBmpack"
"2095","Squilla mantis",NA,"FBmpack"
"2096","Squillidae",NA,"FBmpack"
"2097","Stegastes nigricans","Speciesmpack",NA
"2098","Stegastes planifrons","Speciesmpack",NA
"2099","Stenella attenuata",NA,"FBmpack"
"2100","Stenella coeruleoalba",NA,"FBmpack"
"2101","Stenobrachius leucopsarus","Speciesmpack",NA
"2102","Stenotomus chrysops","Speciesmpack","FBmpack"
"2103","Stephanolepis cirrhifer",NA,"FBmpack"
"2104","Stereolepis gigas",NA,"FBmpack"
"2105","Stethojulis albovittata","Speciesmpack",NA
"2106","Stethojulis trilineata","Speciesmpack",NA
"2107","Stichaeus punctatus punctatus","Speciesmpack",NA
"2108","Stichopus japonicus",NA,"FBmpack"
"2109","Stolephorus carpentariae","Speciesmpack",NA
"2110","Stolephorus commersonnii","Speciesmpack",NA
"2111","Stolephorus indicus","Speciesmpack",NA
"2112","Stolephorus insularis","Speciesmpack",NA
"2113","Stolephorus nelsoni","Speciesmpack",NA
"2114","Stolephorus spp",NA,"FBmpack"
"2115","Stolephorus tri","Speciesmpack",NA
"2116","Stolephorus waitei","Speciesmpack",NA
"2117","Stolothrissa tanganicae","Speciesmpack",NA
"2118","Stomatopoda",NA,"FBmpack"
"2119","Stomias atriventer","Speciesmpack",NA
"2120","Strangomera bentincki",NA,"FBmpack"
"2121","Stromateidae",NA,"FBmpack"
"2122","Stromateus fiatola",NA,"FBmpack"
"2123","Strombus spp",NA,"FBmpack"
"2124","Strongylocentrotus spp",NA,"FBmpack"
"2125","Strophidon sathete","Speciesmpack",NA
"2126","Symbolophorus californiensis","Speciesmpack",NA
"2127","Symphodus cinereus","Speciesmpack",NA
"2128","Symphodus mediterraneus","Speciesmpack",NA
"2129","Symphodus melops","Speciesmpack",NA
"2130","Symphodus roissali","Speciesmpack",NA
"2131","Symphodus tinca","Speciesmpack",NA
"2132","Symphorus nematophorus","Speciesmpack",NA
"2133","Symphurus ligulatus","Speciesmpack",NA
"2134","Symphurus plagiusa","Speciesmpack",NA
"2135","Synapturichthys kleinii","Speciesmpack",NA
"2136","Syngnathoides biaculeatus","Speciesmpack",NA
"2137","Syngnathus rostellatus","Speciesmpack",NA
"2138","Syngnathus typhle","Speciesmpack",NA
"2139","Synodontidae",NA,"FBmpack"
"2140","Synodontis afrofischeri","Speciesmpack",NA
"2141","Synodontis batensoda","Speciesmpack",NA
"2142","Synodontis nigromaculatus","Speciesmpack",NA
"2143","Synodontis schall","Speciesmpack",NA
"2144","Synodontis victoriae","Speciesmpack",NA
"2145","Synodus hoshinonis","Speciesmpack",NA
"2146","Synodus myops","Speciesmpack",NA
"2147","Synodus variegatus","Speciesmpack",NA
"2148","Systomus sarana","Speciesmpack",NA
"2149","Tactostoma macropus","Speciesmpack",NA
"2150","Takifugu rubripes","Speciesmpack",NA
"2151","Tanakius kitaharae","Speciesmpack",NA
"2152","Tandanus tandanus","Speciesmpack",NA
"2153","Taurulus bubalis","Speciesmpack",NA
"2154","Tautoga onitis","Speciesmpack","FBmpack"
"2155","Tautogolabrus adspersus","Speciesmpack","FBmpack"
"2156","Tenualosa ilisha","Speciesmpack","FBmpack"
"2157","Tenualosa reevesii","Speciesmpack",NA
"2158","Tenualosa toli","Speciesmpack","FBmpack"
"2159","Terapon jarbua","Speciesmpack",NA
"2160","Terapon theraps","Speciesmpack",NA
"2161","Testudinata",NA,"FBmpack"
"2162","Testudinata",NA,"FBmpack"
"2163","Tetragonurus cuvieri","Speciesmpack",NA
"2164","Tetraodontidae",NA,"FBmpack"
"2165","Tetrapturus albidus",NA,"FBmpack"
"2166","Tetrapturus audax",NA,"FBmpack"
"2167","Tetrapturus pfluegeri",NA,"FBmpack"
"2168","Thalassoma bifasciatum","Speciesmpack",NA
"2169","Thalassoma hardwicke","Speciesmpack",NA
"2170","Thenus orientalis",NA,"FBmpack"
"2171","Theragra chalcogramma","Speciesmpack","FBmpack"
"2172","Thryssa aestuaria","Speciesmpack",NA
"2173","Thryssa hamiltonii","Speciesmpack",NA
"2174","Thryssa mystax","Speciesmpack",NA
"2175","Thryssa setirostris","Speciesmpack",NA
"2176","Thryssa vitrirostris","Speciesmpack",NA
"2177","Thunnus alalunga","Speciesmpack","FBmpack"
"2178","Thunnus albacares","Speciesmpack","FBmpack"
"2179","Thunnus atlanticus","Speciesmpack","FBmpack"
"2180","Thunnus maccoyii","Speciesmpack","FBmpack"
"2181","Thunnus obesus","Speciesmpack","FBmpack"
"2182","Thunnus orientalis",NA,"FBmpack"
"2183","Thunnus thynnus","Speciesmpack","FBmpack"
"2184","Thunnus tonggol","Speciesmpack","FBmpack"
"2185","Thymallus thymallus","Speciesmpack",NA
